From,To,weight
Chapter 41,Chapter 48,6
Chapter 41,Chapter 49,4
Chapter 41,Chapter 50,4
Chapter 41,Chapter 51,5
Chapter 41,Chapter 52,6
Chapter 41,Chapter 54,2
Chapter 41,Chapter 55,2
Chapter 41,Chapter 56,3
Chapter 41,Chapter 57,3
Chapter 41,Chapter 58,7
Chapter 41,Chapter 59,6
Chapter 41,Chapter 60,3
Chapter 41,Chapter 61,5
Chapter 41,Chapter 62,6
Chapter 41,Chapter 63,5
Chapter 41,Chapter 64,6
Chapter 41,Chapter 65,4
Chapter 41,Chapter 66,5
Chapter 41,Chapter 67,4
Chapter 42,Chapter 43,10
Chapter 42,Chapter 44,4
Chapter 42,Chapter 45,5
Chapter 42,Chapter 46,7
Chapter 42,Chapter 47,5
Chapter 42,Chapter 48,6
Chapter 42,Chapter 49,5
Chapter 42,Chapter 50,3
Chapter 42,Chapter 51,5
Chapter 42,Chapter 52,7
Chapter 42,Chapter 53,1
Chapter 42,Chapter 54,2
Chapter 42,Chapter 55,4
Chapter 42,Chapter 56,4
Chapter 42,Chapter 57,4
Chapter 42,Chapter 58,8
Chapter 42,Chapter 59,7
Chapter 42,Chapter 60,4
Chapter 42,Chapter 61,5
Chapter 42,Chapter 62,5
Chapter 42,Chapter 63,5
Chapter 42,Chapter 64,5
Chapter 42,Chapter 65,2
Chapter 42,Chapter 66,2
Chapter 42,Chapter 67,3
Chapter 43,Chapter 44,6
Chapter 43,Chapter 45,6
Chapter 43,Chapter 46,9
Chapter 43,Chapter 47,5
Chapter 43,Chapter 48,8
Chapter 43,Chapter 49,6
Chapter 43,Chapter 50,5
Chapter 43,Chapter 51,7
Chapter 43,Chapter 52,7
Chapter 43,Chapter 53,1
Chapter 43,Chapter 54,4
Chapter 43,Chapter 55,4
Chapter 43,Chapter 56,6
Chapter 43,Chapter 57,5
Chapter 43,Chapter 58,10
Chapter 43,Chapter 59,8
Chapter 43,Chapter 60,4
Chapter 43,Chapter 61,6
Chapter 43,Chapter 62,8
Chapter 43,Chapter 63,8
Chapter 43,Chapter 64,9
Chapter 43,Chapter 65,3
Chapter 43,Chapter 66,4
Chapter 43,Chapter 67,6
Chapter 44,Chapter 45,5
Chapter 44,Chapter 46,5
Chapter 44,Chapter 47,4
Chapter 44,Chapter 48,5
Chapter 44,Chapter 49,3
Chapter 44,Chapter 50,1
Chapter 44,Chapter 51,3
Chapter 44,Chapter 52,4
Chapter 44,Chapter 54,1
Chapter 44,Chapter 55,2
Chapter 44,Chapter 56,2
Chapter 44,Chapter 57,1
Chapter 44,Chapter 58,4
Chapter 44,Chapter 59,4
Chapter 44,Chapter 60,4
Chapter 44,Chapter 61,5
Chapter 44,Chapter 62,3
Chapter 44,Chapter 63,3
Chapter 44,Chapter 64,4
Chapter 44,Chapter 65,3
Chapter 44,Chapter 66,3
Chapter 44,Chapter 67,3
Chapter 45,Chapter 46,6
Chapter 45,Chapter 47,4
Chapter 45,Chapter 48,6
Chapter 45,Chapter 49,3
Chapter 45,Chapter 50,2
Chapter 45,Chapter 51,3
Chapter 45,Chapter 52,4
Chapter 45,Chapter 54,2
Chapter 45,Chapter 55,2
Chapter 45,Chapter 56,3
Chapter 45,Chapter 57,2
Chapter 45,Chapter 58,5
Chapter 45,Chapter 59,4
Chapter 45,Chapter 60,4
Chapter 45,Chapter 61,5
Chapter 45,Chapter 62,4
Chapter 45,Chapter 63,4
Chapter 45,Chapter 64,5
Chapter 45,Chapter 65,3
Chapter 45,Chapter 66,3
Chapter 45,Chapter 67,4
Chapter 46,Chapter 47,6
Chapter 46,Chapter 48,9
Chapter 46,Chapter 49,4
Chapter 46,Chapter 50,5
Chapter 46,Chapter 51,4
Chapter 46,Chapter 52,6
Chapter 46,Chapter 54,3
Chapter 46,Chapter 55,3
Chapter 46,Chapter 56,5
Chapter 46,Chapter 57,4
Chapter 46,Chapter 58,8
Chapter 46,Chapter 59,8
Chapter 46,Chapter 60,4
Chapter 46,Chapter 61,7
Chapter 46,Chapter 62,8
Chapter 46,Chapter 63,8
Chapter 46,Chapter 64,8
Chapter 46,Chapter 65,3
Chapter 46,Chapter 66,4
Chapter 46,Chapter 67,6
Chapter 47,Chapter 48,7
Chapter 47,Chapter 49,2
Chapter 47,Chapter 50,2
Chapter 47,Chapter 51,2
Chapter 47,Chapter 52,4
Chapter 47,Chapter 55,2
Chapter 47,Chapter 56,2
Chapter 47,Chapter 57,1
Chapter 47,Chapter 58,4
Chapter 47,Chapter 59,7
Chapter 47,Chapter 60,5
Chapter 47,Chapter 61,6
Chapter 47,Chapter 62,4
Chapter 47,Chapter 63,4
Chapter 47,Chapter 64,4
Chapter 47,Chapter 65,2
Chapter 47,Chapter 66,2
Chapter 47,Chapter 67,3
Chapter 48,Chapter 49,3
Chapter 48,Chapter 50,4
Chapter 48,Chapter 51,3
Chapter 48,Chapter 52,5
Chapter 48,Chapter 54,2
Chapter 48,Chapter 55,3
Chapter 48,Chapter 56,4
Chapter 48,Chapter 57,3
Chapter 48,Chapter 58,7
Chapter 48,Chapter 59,10
Chapter 48,Chapter 60,7
Chapter 48,Chapter 61,7
Chapter 48,Chapter 62,7
Chapter 48,Chapter 63,7
Chapter 48,Chapter 64,7
Chapter 48,Chapter 65,3
Chapter 48,Chapter 66,4
Chapter 48,Chapter 67,6
Chapter 49,Chapter 50,4
Chapter 49,Chapter 51,7
Chapter 49,Chapter 52,11
Chapter 49,Chapter 53,2
Chapter 49,Chapter 54,8
Chapter 49,Chapter 55,6
Chapter 49,Chapter 56,9
Chapter 49,Chapter 57,5
Chapter 49,Chapter 58,9
Chapter 49,Chapter 59,4
Chapter 49,Chapter 60,3
Chapter 49,Chapter 61,3
Chapter 49,Chapter 62,4
Chapter 49,Chapter 63,7
Chapter 49,Chapter 64,8
Chapter 49,Chapter 65,3
Chapter 49,Chapter 66,3
Chapter 49,Chapter 67,2
Chapter 50,Chapter 51,8
Chapter 50,Chapter 52,6
Chapter 50,Chapter 53,2
Chapter 50,Chapter 54,10
Chapter 50,Chapter 55,3
Chapter 50,Chapter 56,8
Chapter 50,Chapter 57,9
Chapter 50,Chapter 58,8
Chapter 50,Chapter 59,3
Chapter 50,Chapter 60,1
Chapter 50,Chapter 61,3
Chapter 50,Chapter 62,8
Chapter 50,Chapter 63,10
Chapter 50,Chapter 64,11
Chapter 50,Chapter 65,2
Chapter 50,Chapter 66,2
Chapter 50,Chapter 67,3
Chapter 51,Chapter 52,8
Chapter 51,Chapter 53,3
Chapter 51,Chapter 54,9
Chapter 51,Chapter 55,4
Chapter 51,Chapter 56,7
Chapter 51,Chapter 57,8
Chapter 51,Chapter 58,9
Chapter 51,Chapter 59,4
Chapter 51,Chapter 60,3
Chapter 51,Chapter 61,3
Chapter 51,Chapter 62,7
Chapter 51,Chapter 63,8
Chapter 51,Chapter 64,10
Chapter 51,Chapter 65,4
Chapter 51,Chapter 66,4
Chapter 51,Chapter 67,3
Chapter 52,Chapter 53,3
Chapter 52,Chapter 54,5
Chapter 52,Chapter 55,8
Chapter 52,Chapter 56,9
Chapter 52,Chapter 57,7
Chapter 52,Chapter 58,10
Chapter 52,Chapter 59,6
Chapter 52,Chapter 60,4
Chapter 52,Chapter 61,5
Chapter 52,Chapter 62,6
Chapter 52,Chapter 63,9
Chapter 52,Chapter 64,8
Chapter 52,Chapter 65,3
Chapter 52,Chapter 66,3
Chapter 52,Chapter 67,2
Chapter 53,Chapter 54,4
Chapter 53,Chapter 55,2
Chapter 53,Chapter 56,3
Chapter 53,Chapter 57,4
Chapter 53,Chapter 58,2
Chapter 53,Chapter 59,1
Chapter 53,Chapter 60,1
Chapter 53,Chapter 62,1
Chapter 53,Chapter 63,3
Chapter 53,Chapter 64,3
Chapter 54,Chapter 55,3
Chapter 54,Chapter 56,7
Chapter 54,Chapter 57,10
Chapter 54,Chapter 58,7
Chapter 54,Chapter 59,1
Chapter 54,Chapter 60,1
Chapter 54,Chapter 61,1
Chapter 54,Chapter 62,7
Chapter 54,Chapter 63,12
Chapter 54,Chapter 64,10
Chapter 54,Chapter 65,1
Chapter 54,Chapter 66,1
Chapter 54,Chapter 67,2
Chapter 55,Chapter 56,6
Chapter 55,Chapter 57,5
Chapter 55,Chapter 58,7
Chapter 55,Chapter 59,3
Chapter 55,Chapter 60,1
Chapter 55,Chapter 61,3
Chapter 55,Chapter 62,4
Chapter 55,Chapter 63,6
Chapter 55,Chapter 64,4
Chapter 55,Chapter 65,1
Chapter 55,Chapter 66,1
Chapter 55,Chapter 67,1
Chapter 56,Chapter 57,8
Chapter 56,Chapter 58,10
Chapter 56,Chapter 59,4
Chapter 56,Chapter 60,2
Chapter 56,Chapter 61,3
Chapter 56,Chapter 62,6
Chapter 56,Chapter 63,11
Chapter 56,Chapter 64,10
Chapter 56,Chapter 65,2
Chapter 56,Chapter 66,2
Chapter 56,Chapter 67,3
Chapter 57,Chapter 58,9
Chapter 57,Chapter 59,3
Chapter 57,Chapter 60,1
Chapter 57,Chapter 61,2
Chapter 57,Chapter 62,8
Chapter 57,Chapter 63,11
Chapter 57,Chapter 64,9
Chapter 57,Chapter 65,1
Chapter 57,Chapter 66,1
Chapter 57,Chapter 67,2
Chapter 58,Chapter 59,7
Chapter 58,Chapter 60,3
Chapter 58,Chapter 61,5
Chapter 58,Chapter 62,11
Chapter 58,Chapter 63,12
Chapter 58,Chapter 64,12
Chapter 58,Chapter 65,4
Chapter 58,Chapter 66,5
Chapter 58,Chapter 67,5
Chapter 59,Chapter 60,7
Chapter 59,Chapter 61,6
Chapter 59,Chapter 62,6
Chapter 59,Chapter 63,6
Chapter 59,Chapter 64,6
Chapter 59,Chapter 65,3
Chapter 59,Chapter 66,3
Chapter 59,Chapter 67,4
Chapter 60,Chapter 61,4
Chapter 60,Chapter 62,2
Chapter 60,Chapter 63,3
Chapter 60,Chapter 64,4
Chapter 60,Chapter 65,2
Chapter 60,Chapter 66,2
Chapter 60,Chapter 67,2
Chapter 61,Chapter 62,5
Chapter 61,Chapter 63,5
Chapter 61,Chapter 64,5
Chapter 61,Chapter 65,3
Chapter 61,Chapter 66,3
Chapter 61,Chapter 67,4
Chapter 62,Chapter 63,11
Chapter 62,Chapter 64,11
Chapter 62,Chapter 65,3
Chapter 62,Chapter 66,4
Chapter 62,Chapter 67,6
Chapter 63,Chapter 64,15
Chapter 63,Chapter 65,2
Chapter 63,Chapter 66,3
Chapter 63,Chapter 67,5
Chapter 64,Chapter 65,4
Chapter 64,Chapter 66,5
Chapter 64,Chapter 67,6
Chapter 65,Chapter 66,5
Chapter 65,Chapter 67,3
Chapter 66,Chapter 67,5
